policy,seed,type,instance,nnodes,nlps,stime,gap,status,walltime,proctime
,0,,data/instances/vary_matrix_rhs_bounds_obj_s1/test/mat_rhs_bnd_obj_s1_i38.lp,,,100.0,0.009984168619392964,,,
,0,,data/instances/vary_matrix_rhs_bounds_obj_s1/test/mat_rhs_bnd_obj_s1_i15.lp,,,100.0,0.00737701857855602,,,
,0,,data/instances/vary_matrix_rhs_bounds_obj_s1/test/mat_rhs_bnd_obj_s1_i04.lp,,,100.01,0.12014867847224917,,,
,0,,data/instances/vary_matrix_rhs_bounds_obj_s1/test/mat_rhs_bnd_obj_s1_i02.lp,,,100.0,0.04088405963142846,,,
,0,,data/instances/vary_matrix_rhs_bounds_obj_s1/test/mat_rhs_bnd_obj_s1_i01.lp,,,100.0,0.2980241129429928,,,
